Id,GovernorateId,NameEn,NameAr,GovernorateNameEn,GovernorateNameAr
428,10,Marah Rabah,مراح رباح,Bethlehem,بيت لحم
429,10,Beit Fajjar,بيت فجار,Bethlehem,بيت لحم
430,10,Al Maniya,المنية,Bethlehem,بيت لحم
431,10,Kisan,كيسان,Bethlehem,بيت لحم
432,10,'Arab ar Rashayida,عرب الرشايدة,Bethlehem,بيت لحم
433,11,Khirbet ad Deir,خربة الدير,Hebron,الخليل
434,11,Surif,صوريف,Hebron,الخليل
435,11,Al 'Arrub Camp,مخيم العروب,Hebron,الخليل
436,11,Beit Ummar,بيت أومر,Hebron,الخليل
437,11,Jala,جالا,Hebron,الخليل
438,11,Hitta,حتا,Hebron,الخليل
439,11,Shuyukh al 'Arrub,شيوخ العروب,Hebron,الخليل
440,11,Kharas,خاراس,Hebron,الخليل
441,11,Umm al Butm,أم البطم,Hebron,الخليل
442,11,Hamrush,حمروش,Hebron,الخليل
443,11,Nuba,نوبا,Hebron,الخليل
444,11,Beit Ula,بيت أولا,Hebron,الخليل
445,11,Sa'ir,سعير,Hebron,الخليل
446,11,Halhul,حلحول,Hebron,الخليل
447,11,Ash Shuyukh,الشيوخ,Hebron,الخليل
448,11,Tarqumiya,ترقوميا,Hebron,الخليل
449,11,Beit Kahil,بيت كاحل,Hebron,الخليل
450,11,Beit 'Einun,'بيت عينون,Hebron,الخليل
451,11,Qla’a Zeta,قلاع زيتا,Hebron,الخليل
452,11,Idhna,إذنا,Hebron,الخليل
453,11,Taffuh,تفوح,Hebron,الخليل
454,11,Beit Maqdum,بيت مقدوم,Hebron,الخليل
455,11,Al Baqa,البقعه,Hebron,الخليل
456,11,Hebron (Al Khalil),الخليل,Hebron,الخليل
457,11,Al Bowereh (Aqabat Injeleh),البويره (عقبة انجيله),Hebron,الخليل
458,11,Khallet Edar,خلة  الدار,Hebron,الخليل
459,11,Deir Samit,دير سامت,Hebron,الخليل
460,11,Bani Na'im,بني نعيم,Hebron,الخليل
461,11,Khallet Al Masafer,خلة المسافر,Hebron,الخليل
462,11,Beit 'Awwa,بيت عوا,Hebron,الخليل
463,11,Dura,دورا,Hebron,الخليل
464,11,Qalqas,قلقس,Hebron,الخليل
465,11, Sikka,سكة,Hebron,الخليل
466,11,Khirbet Salama,خربة سلامة,Hebron,الخليل
467,11,Wadi 'Ubeid,وادي عبيد,Hebron,الخليل
468,11,Fuqeiqis,فقيقيس,Hebron,الخليل
469,11,Khursa,خرسا,Hebron,الخليل
470,11,Tarrama,طرامة,Hebron,الخليل
471,11,Al Fawwar Camp,مخيم الفوار,Hebron,الخليل
472,11,Al Majd,المجد,Hebron,الخليل
473,11,Marah al Baqqar,مراح البقار,Hebron,الخليل
474,11,Hadab al Fawwar, حدب ألفوار,Hebron,الخليل
475,11,Deir al 'Asal at Tahta,دير العسل التحتا,Hebron,الخليل
476,11,Al Heila,الحيلة,Hebron,الخليل
477,11,Wadi ash Shajina,وادي الشاجنة,Hebron,الخليل
478,11,As Sura,الصرة,Hebron,الخليل
479,11,Deir Razih,دير رازح,Hebron,الخليل
480,11,Ar Rihiya,الريحية,Hebron,الخليل
481,11,Zif,زيف,Hebron,الخليل
482,11,Deir al 'Asal al Fauqa,دير العسل الفوقا,Hebron,الخليل
483,11,Khallet al 'Aqed,خلة العقد,Hebron,الخليل
484,11,Imreish,إمريش,Hebron,الخليل
485,11,Al Buweib,البويب,Hebron,الخليل
486,11,Beit ar Rush at Tahta,بيت الروش التحتا,Hebron,الخليل
487,11,Hadab al 'Alaqa,حدب العلقة,Hebron,الخليل
488,11,Beit Mirsim,بيت مرسم,Hebron,الخليل
489,11,Beit ar Rush al Fauqa,بيت الروش الفوقا,Hebron,الخليل
490,11,Karma,كرمة,Hebron,الخليل
491,11,Beit 'Amra,بيت عمرة,Hebron,الخليل
492,11,Om Adaraj (Arab Al Ka’abneh),أم الدرج (عرب الكعابنه),Hebron,الخليل
493,11,Wadi al Kilab,وادي الكلاب,Hebron,الخليل
494,11,Om Ashoqhan,أم الشقحان,Hebron,الخليل
495,11,Khallet al Maiyya,خلة المية,Hebron,الخليل
496,11,Kheroshewesh Wal Hadedeyah,خيروشيوش والحديدية,Hebron,الخليل
497,11,Om Al Amad (Sahel Wadi Elma),أم العمد (سهل واد الماء),Hebron,الخليل
498,11,Yatta,يطا,Hebron,الخليل
499,11,Ad Deirat,الديرات,Hebron,الخليل
500,11,Khashem Adaraj (Al-Hathaleen),خشم الدرج (الهذالين),Hebron,الخليل
501,11,Kurza,كرزة,Hebron,الخليل
502,11,Rabud,رابود,Hebron,الخليل
503,11,Umm Lasafa,أم لصفا,Hebron,الخليل
504,11,Al Burj,البرج,Hebron,الخليل
505,11,Um Al-Khair,ام الخير ,Hebron,الخليل
506,11,Al Karmil,الكرمل,Hebron,الخليل
507,11,Khallet Salih,خلة صالح,Hebron,الخليل
508,11,Adh Dhahiriya,الظاهرية,Hebron,الخليل
509,11,At Tuwani,التواني,Hebron,الخليل
510,11,Ma'in,معين,Hebron,الخليل
511,11,An Najada,النجادة,Hebron,الخليل
512,11, 'Anab al Kabir,عناب الكبير,Hebron,الخليل
513,11,Khirbet Asafi,خربة اصفي ,Hebron,الخليل
514,11,Mantiqat Shi'b al Batin,منطقة شعب البطن,Hebron,الخليل
515,11,As Samu',السموع,Hebron,الخليل
516,11,Wadi Al Amayer,وادي العماير,Hebron,الخليل
517,11,Khirbet Tawil ash Shih,خربة طويل الشيح,Hebron,الخليل
518,11,Ar Ramadin,الرماضين,Hebron,الخليل
519,11,Maghayir al 'Abeed,مغاير العبيد,Hebron,الخليل
520,11,Khirbet al Fakheit,خربة الفخيت,Hebron,الخليل
521,11,Khirbet Bir al 'Idd,خربة بير العد,Hebron,الخليل
522,11,Khirbet Zanuta,خربة زنوتة,Hebron,الخليل
523,11,Imneizil,إمنيزل,Hebron,الخليل
524,11, 'Arab al Fureijat,عرب الفريجات,Hebron,الخليل
525,12,Um Al-Nnaser (Al Qaraya al Badawiya al Maslakh),أم النصر (القرية البدوية المسلخ),North Gaza,شمال غزة
526,12,Beit Lahiya,بيت لاهيا,North Gaza,شمال غزة
527,12,Beit Hanun,بيت حانون,North Gaza,شمال غزة
528,12,Jabalya Camp,مخيم جباليا,North Gaza,شمال غزة
529,12,Jabalya,جباليا,North Gaza,شمال غزة
530,13,Ash Shati' Camp,مخيم الشاطىء,Gaza,غزة
531,13,Gaza,غزة,Gaza,غزة
532,13,Madinat Ezahra,مدينة الزهراء,Gaza,غزة
533,13,Al Mughraqa (Abu Middein),المغراقه (ابو مدين),Gaza,غزة
534,13,Juhor ad Dik,جحر الديك,Gaza,غزة
535,14,An Nuseirat Camp,مخيم النصيرات,Deir Balah (Middle),دير البلح (الوسطى)
536,14,An Nuseirat ,النصيرات,Deir Balah (Middle),دير البلح (الوسطى)
537,14,Al Bureij Camp,مخيم البريج,Deir Balah (Middle),دير البلح (الوسطى)
538,14,Al Bureij ,البريج,Deir Balah (Middle),دير البلح (الوسطى)
539,14,Az Zawayda,الزوايدة,Deir Balah (Middle),دير البلح (الوسطى)
540,14,Deir al Balah Camp,مخيم دير البلح,Deir Balah (Middle),دير البلح (الوسطى)
541,14,Al Maghazi Camp,مخيم المغازي,Deir Balah (Middle),دير البلح (الوسطى)
542,14,Al Maghazi ,المغازي,Deir Balah (Middle),دير البلح (الوسطى)
543,14,Deir al Balah,دير البلح,Deir Balah (Middle),دير البلح (الوسطى)
544,14,Al Musaddar,المصدر,Deir Balah (Middle),دير البلح (الوسطى)
545,14,Wadi as Salqa, وادي السلقا,Deir Balah (Middle),دير البلح (الوسطى)
546,15,Al Qarara,القرارة,Khanyounos,خانيونس
547,15,Khan Yunis Camp,مخيم خانيونس,Khanyounos,خانيونس
548,15,Khan Yunis,خانيونس,Khanyounos,خانيونس
549,15,Bani Suheila,بني سهيلا,Khanyounos,خانيونس
550,15, 'Abasan al Jadida(as Saghira),عبسان الجديدة (الصغيرة ),Khanyounos,خانيونس
551,15, 'Abasan al Kabira,عبسان الكبيرة,Khanyounos,خانيونس
552,15,Khuza'a,خزاعة,Khanyounos,خانيونس
553,15,Al Fukhkhari,الفخاري,Khanyounos,خانيونس
554,16,Rafah,رفح,Rafah,رفح
555,16,Rafah Camp,مخيم رفح,Rafah,رفح
556,16,Al-Nnaser (Al Bayuk),النصر (البيوك),Rafah,رفح
557,16,Shokat as Sufi,شوكة الصوفي,Rafah,رفح
559,7,AL-Mazraa AL-GHRBIA,المزرعة الغربية,Ramallah & Al-Birah,رام الله والبيرة
560,7,Abu Eshkhadem,ابو اشخيدم,Ramallah & Al-Birah,رام الله والبيرة
561,7,Um AL-Sharayet,ام الشرايط,Ramallah & Al-Birah,رام الله والبيرة
562,7,Beit Reema,بيت ريما,Ramallah & Al-Birah,رام الله والبيرة
563,7,mazare'e Nubani,مزارع النوباني,Ramallah & Al-Birah,رام الله والبيرة
564,7,Deir Ghassana,دير غسانة,Ramallah & Al-Birah,رام الله والبيرة
570,7,Jamalah,جمالة,Ramallah & Al-Birah,رام الله والبيرة
571,7,DerAmmar,دير عمار,Ramallah & Al-Birah,رام الله والبيرة
574,7,BetEllo,بيتلو,Ramallah & Al-Birah,رام الله والبيرة
577,7,Arura,عارورة,Ramallah & Al-Birah,رام الله والبيرة
578,7,Rawabi,روابي,Ramallah & Al-Birah,رام الله والبيرة
579,7,Al-Reehan Neighborhood,ضاحية الريحان,Ramallah & Al-Birah,رام الله والبيرة
